player-name,WK,role,format,matches,innings,not-outs,Runs scored,Highest Score,Average,BF,Strike-rate,100s,50s,4s,6s,Catches,Stumpings,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10w
Arshdeep Singh,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arshdeep Singh,0,bowl,fc,3,3,0,18,13,6.00,44,40.90,0,0,3,0,0,0,3,4,502,240,9,3/39,3/65,26.66,2.86,55.70,0,0,0
Arshdeep Singh,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arshdeep Singh,0,bowl,t20,24,3,2,2,1*,2.00,6,33.33,0,0,0,0,4,0,24,24,481,657,29,3/16,3/16,22.65,8.19,16.50,0,0,0
Arshdeep Singh,0,bowl,list-a,12,4,2,17,6*,8.50,23,73.91,0,0,2,0,4,0,12,11,537,440,11,2/17,2/17,40.00,4.91,48.80,0,0,0
Prabhsimran Singh,1,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prabhsimran Singh,1,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prabhsimran Singh,1,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prabhsimran Singh,1,bat,fc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prabhsimran Singh,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prabhsimran Singh,1,bat,t20,25,25,5,622,89*,31.10,455,136.70,0,5,56,33,14,3,25,-,-,-,-,-,-,-,-,-,-,-,-
Prabhsimran Singh,1,bat,list-a,12,11,0,355,167,32.27,388,91.49,1,1,27,16,6,1,12,-,-,-,-,-,-,-,-,-,-,-,-
Harpreet Brar,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harpreet Brar,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harpreet Brar,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harpreet Brar,0,bowl,fc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harpreet Brar,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harpreet Brar,0,bowl,t20,21,13,6,106,25*,15.14,86,123.25,0,0,8,6,2,0,21,21,410,464,25,4/22,4/22,18.55,6.79,16.40,1,0,0
Harpreet Brar,0,bowl,list-a,4,3,2,26,24*,26.00,29,89.65,0,0,2,1,0,0,4,4,174,128,5,4/43,4/43,25.60,4.41,34.80,1,0,0
Ravi Bishnoi,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravi Bishnoi,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravi Bishnoi,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravi Bishnoi,0,bowl,fc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravi Bishnoi,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravi Bishnoi,0,bowl,t20,31,10,3,57,22*,8.14,71,80.28,0,0,7,1,11,0,31,31,696,774,33,4/15,4/15,23.45,6.67,21.00,1,0,0
Ravi Bishnoi,0,bowl,list-a,11,9,3,63,18*,10.50,54,116.66,0,0,4,4,0,0,11,11,622,576,16,3/49,3/49,36.00,5.55,38.80,0,0,0
Dawid Malan,0,bat,test,15,26,0,724,140,27.84,1762,41.08,1,6,97,1,11,0,15,5,156,70,0,-,-,-,2.69,-,0,0,0
Dawid Malan,0,bat,t20i,24,24,4,1003,103*,50.15,695,144.31,1,10,108,35,9,0,24,1,12,27,1,1/27,1/27,27.00,13.50,12.00,0,0,0
Dawid Malan,0,bat,odi,3,3,1,90,50,45.00,103,87.37,0,1,10,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-
Dawid Malan,0,bat,fc,191,326,21,11561,219,37.90,21892,52.80,26,60,1565,28,200,0,191,134,4093,2455,61,5/61,5/61,40.24,3.59,67.00,2,1,0
Dawid Malan,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dawid Malan,0,bat,t20,229,224,35,6291,117,33.28,4905,128.25,5,36,628,188,83,0,229,52,567,722,23,2/10,2/10,31.39,7.64,24.60,0,0,0
Dawid Malan,0,bat,list-a,151,147,22,5201,185*,41.60,6203,83.84,10,26,543,62,51,0,151,64,1347,1310,40,4/25,4/25,32.75,5.83,33.60,1,0,0
Jalaj Saxena,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalaj Saxena,0,all,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalaj Saxena,0,all,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalaj Saxena,0,all,fc,123,196,20,6334,194,35.98,11696,54.15,14,31,911,23,43,0,123,202,20559,9431,347,8/45,16/154,27.17,2.75,59.20,11,21,5
Jalaj Saxena,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalaj Saxena,0,all,t20,60,50,11,661,55*,16.94,756,87.43,0,1,64,5,13,0,60,52,959,1101,59,5/16,5/16,18.66,6.88,16.20,2,1,0
Jalaj Saxena,0,all,list-a,99,87,11,1957,133,25.75,,,3,7,,,11,0,99,89,4498,3311,116,7/41,7/41,28.54,4.41,38.70,3,1,0
Chris Jordan,0,bowl,test,8,11,1,180,35,18.00,320,56.25,0,0,24,1,14,0,8,16,1530,752,21,4/18,7/50,35.80,2.94,72.80,1,0,0
Chris Jordan,0,bowl,t20i,60,35,16,270,36,14.21,210,128.57,0,0,18,13,31,0,60,59,1265,1869,70,4/6,4/6,26.70,8.86,18.00,2,0,0
Chris Jordan,0,bowl,odi,34,23,9,170,38*,12.14,193,88.08,0,0,12,5,19,0,34,34,1618,1611,45,5/29,5/29,35.79,5.97,35.90,0,1,0
Chris Jordan,0,bowl,fc,114,159,23,3443,166,25.31,,,3,15,,,137,0,114,201,18986,10730,335,7/43,9/58,32.02,3.39,56.60,11,10,0
Chris Jordan,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Jordan,0,bowl,t20,220,131,52,1107,45*,14.01,933,118.64,0,0,81,41,123,0,220,214,4386,6286,231,4/6,4/6,27.21,8.59,18.90,3,0,0
Chris Jordan,0,bowl,list-a,84,56,15,634,55,15.46,,,0,1,,,45,0,84,82,3798,3633,121,5/28,5/28,30.02,5.73,31.30,1,2,0
Mayank Agarwal,0,bat,test,14,23,0,1052,243,45.73,1931,54.47,3,4,123,23,11,0,14,-,-,-,-,-,-,-,-,-,-,-,-
Mayank Agarwal,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mayank Agarwal,0,bat,odi,5,5,0,86,32,17.20,83,103.61,0,0,12,1,2,0,5,1,6,10,0,-,-,-,10.00,-,0,0,0
Mayank Agarwal,0,bat,fc,68,117,6,5092,304*,45.87,8556,59.51,11,27,653,64,40,0,68,20,393,257,3,2/18,2/18,85.66,3.92,131.00,0,0,0
Mayank Agarwal,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mayank Agarwal,0,bat,t20,154,149,11,3653,111,26.47,2702,135.19,2,22,355,133,58,0,154,1,6,8,0,-,-,-,8.00,-,0,0,0
Mayank Agarwal,0,bat,list-a,89,89,3,4085,176,47.50,4045,100.98,13,15,499,74,33,0,89,4,36,44,0,-,-,-,7.33,-,0,0,0
Mandeep Singh,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mandeep Singh,0,all,t20i,3,3,1,87,52*,43.50,73,119.17,0,1,11,1,1,0,3,-,-,-,-,-,-,-,-,-,-,-,-
Mandeep Singh,0,all,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mandeep Singh,0,all,fc,78,127,15,5316,235,47.46,9753,54.50,13,28,626,41,62,0,78,30,646,342,1,1/13,1/13,342.00,3.17,646.00,0,0,0
Mandeep Singh,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mandeep Singh,0,all,t20,179,158,34,3566,99*,28.75,2779,128.31,0,18,364,93,66,0,179,26,303,337,16,3/21,3/21,21.06,6.67,18.90,0,0,0
Mandeep Singh,0,all,list-a,108,101,9,3254,119,35.36,4316,75.39,3,24,260,48,53,0,108,24,495,458,14,2/3,2/3,32.71,5.55,35.30,0,0,0
KL Rahul,0,bat,test,36,60,2,2006,199,34.58,3553,56.45,5,11,237,14,46,0,36,-,-,-,-,-,-,-,-,-,-,-,-
KL Rahul,0,bat,t20i,49,45,6,1557,110*,39.92,1095,142.19,2,12,138,63,18,1,49,-,-,-,-,-,-,-,-,-,-,-,-
KL Rahul,0,bat,odi,38,37,6,1509,112,48.67,1690,89.28,5,9,114,36,21,2,38,-,-,-,-,-,-,-,-,-,-,-,-
KL Rahul,0,bat,fc,78,131,5,5802,337,46.04,10349,56.06,14,29,726,46,84,0,78,9,168,83,0,-,-,-,2.96,-,0,0,0
KL Rahul,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KL Rahul,0,bat,t20,159,146,25,5173,132*,42.75,3764,137.43,4,43,451,208,73,8,159,-,-,-,-,-,-,-,-,-,-,-,-
KL Rahul,0,bat,list-a,90,89,11,3519,131,45.11,4384,80.26,9,22,283,67,59,6,90,3,21,42,1,1/23,1/23,42.00,12.00,21.00,0,0,0
Mohammed Shami,0,bowl,test,50,66,21,498,51*,11.06,652,76.38,0,1,50,20,11,0,50,95,8999,4966,180,6/56,9/118,27.58,3.31,49.90,9,5,0
Mohammed Shami,0,bowl,t20i,12,-,-,-,-,-,-,-,-,-,-,-,0,0,12,12,262,428,12,3/38,3/38,35.66,9.80,21.80,0,0,0
Mohammed Shami,0,bowl,odi,79,38,17,161,25,7.66,194,82.98,0,0,12,7,28,0,79,78,4044,3793,148,5/69,5/69,25.62,5.62,27.30,9,1,0
Mohammed Shami,0,bowl,fc,74,99,30,797,51*,11.55,1173,67.94,0,1,79,29,17,0,74,139,13984,7615,283,7/79,11/151,26.90,3.26,49.40,14,11,2
Mohammed Shami,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mohammed Shami,0,bowl,t20,106,28,14,81,21,5.78,87,93.10,0,0,6,2,21,0,106,106,2248,3150,119,4/24,4/24,26.47,8.40,18.80,1,0,0
Mohammed Shami,0,bowl,list-a,110,61,21,341,26,8.52,368,92.66,0,0,28,16,41,0,110,109,5564,5105,205,5/69,5/69,24.90,5.50,27.10,13,1,0
Deepak Hooda,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deepak Hooda,0,all,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deepak Hooda,0,all,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deepak Hooda,0,all,fc,46,73,5,2908,293*,42.76,4639,62.68,9,15,337,50,47,0,46,37,1679,819,20,5/31,7/74,40.95,2.92,83.90,0,2,0
Deepak Hooda,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deepak Hooda,0,all,t20,131,106,23,1834,108,22.09,1348,136.05,1,9,115,85,57,0,131,50,649,835,17,3/23,3/23,49.11,7.71,38.10,0,0,0
Deepak Hooda,0,all,list-a,68,61,8,2059,161,38.84,2199,93.63,3,12,165,55,31,0,68,38,1268,930,34,5/55,5/55,27.35,4.40,37.20,0,1,0
Chris Gayle,0,all,test,103,182,11,7214,333,42.18,11970,60.26,15,37,1046,98,96,0,103,104,7109,3120,73,5/34,6/81,42.73,2.63,97.30,2,2,0
Chris Gayle,0,all,t20i,61,57,4,1656,117,31.24,1176,140.81,2,13,141,106,15,0,61,23,319,377,17,2/15,2/15,22.17,7.09,18.70,0,0,0
Chris Gayle,0,all,odi,301,294,17,10480,215,37.83,12019,87.19,25,54,1128,331,124,0,301,199,7424,5926,167,5/46,5/46,35.48,4.78,44.40,3,1,0
Chris Gayle,0,all,fc,180,321,26,13226,333,44.83,,,32,64,,,158,0,180,,12511,5194,132,5/34,,39.34,2.49,94.70,,2,0
Chris Gayle,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Gayle,0,all,t20,424,416,49,13898,175*,37.86,9492,146.41,22,86,1073,1017,94,0,424,134,1957,2493,80,4/22,4/22,31.16,7.64,24.40,2,0,0
Chris Gayle,0,all,list-a,373,365,24,13189,215,38.67,,,29,70,,,154,0,373,,9700,7380,229,5/46,5/46,32.22,4.56,42.30,4,1,0
Murugan Ashwin,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Murugan Ashwin,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Murugan Ashwin,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Murugan Ashwin,0,bowl,fc,4,3,2,25,23*,25.00,133,18.79,0,0,2,1,1,0,4,3,450,280,1,1/176,1/176,280.00,3.73,450.00,0,0,0
Murugan Ashwin,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Murugan Ashwin,0,bowl,t20,77,24,10,117,34*,8.35,141,82.97,0,0,4,3,25,0,77,77,1575,1937,76,3/8,3/8,25.48,7.37,20.70,0,0,0
Murugan Ashwin,0,bowl,list-a,22,13,5,86,25*,10.75,109,78.89,0,0,6,1,10,0,22,20,799,760,20,3/14,3/14,38.00,5.70,39.90,0,0,0
Moises Henriques,0,all,test,4,8,1,164,81*,23.42,346,47.39,0,2,12,2,1,0,4,4,330,164,2,1/48,1/48,82.00,2.98,165.00,0,0,0
Moises Henriques,0,all,t20i,14,11,4,220,62*,31.42,162,135.80,0,2,10,9,3,0,14,9,132,189,7,3/22,3/22,27.00,8.59,18.80,0,0,0
Moises Henriques,0,all,odi,13,12,2,105,22,10.50,151,69.53,0,0,10,0,5,0,13,12,402,347,8,3/32,3/32,43.37,5.17,50.20,0,0,0
Moises Henriques,0,all,fc,106,174,18,5762,265,36.93,10263,56.14,13,24,618,67,47,0,106,120,6921,3582,114,5/17,6/94,31.42,3.10,60.70,4,2,0
Moises Henriques,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Moises Henriques,0,all,t20,216,193,43,4007,77,26.71,3122,128.34,0,19,307,120,99,0,216,153,2438,3352,112,3/11,3/11,29.92,8.24,21.70,0,0,0
Moises Henriques,0,all,list-a,111,101,16,2901,164*,34.12,3333,87.03,3,13,239,68,44,0,111,93,3553,3084,82,4/17,4/17,37.60,5.20,43.30,2,0,0
Nicholas Pooran,1,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicholas Pooran,1,bat,t20i,27,24,4,392,58,19.60,323,121.36,0,2,29,21,16,1,27,-,-,-,-,-,-,-,-,-,-,-,-
Nicholas Pooran,1,bat,odi,28,25,5,982,118,49.10,921,106.62,1,7,91,32,8,1,28,-,-,-,-,-,-,-,-,-,-,-,-
Nicholas Pooran,1,bat,fc,5,10,0,319,69,31.90,473,67.44,0,2,39,10,2,2,5,1,6,3,1,1/3,1/3,3.00,3.00,6.00,0,0,0
Nicholas Pooran,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicholas Pooran,1,bat,t20,171,156,24,3173,100*,24.03,2210,143.57,1,16,208,218,91,14,171,-,-,-,-,-,-,-,-,-,-,-,-
Nicholas Pooran,1,bat,list-a,53,48,9,1645,118,42.17,,,1,11,,,28,1,53,-,-,-,-,-,-,-,-,-,-,-,-
Saurabh Kumar,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saurabh Kumar,0,all,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saurabh Kumar,0,all,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saurabh Kumar,0,all,fc,44,61,9,1549,133,29.78,2057,75.30,2,8,218,17,14,0,44,78,9984,4502,192,7/32,14/65,23.44,2.70,52.00,9,16,6
Saurabh Kumar,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Saurabh Kumar,0,all,t20,28,12,3,127,33,14.11,95,133.68,0,0,11,7,12,0,28,28,536,629,21,5/28,5/28,29.95,7.04,25.50,1,1,0
Saurabh Kumar,0,all,list-a,25,16,1,173,44,11.53,182,95.05,0,0,18,5,5,0,25,24,1369,1000,37,6/25,6/25,27.02,4.38,37.00,0,1,0
Sarfaraz Khan,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sarfaraz Khan,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sarfaraz Khan,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sarfaraz Khan,0,bat,fc,17,26,4,1463,301*,66.50,2010,72.78,4,4,178,32,11,0,17,5,78,53,0,-,-,-,4.07,-,0,0,0
Sarfaraz Khan,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sarfaraz Khan,0,bat,t20,66,49,15,781,67,22.97,577,135.35,0,3,77,24,24,0,66,2,8,9,0,-,-,-,6.75,-,0,0,0
Sarfaraz Khan,0,bat,list-a,21,16,6,325,100,32.50,369,88.07,1,0,40,3,9,0,21,1,6,4,0,-,-,-,4.00,-,0,0,0
Fabian Allen,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fabian Allen,0,all,t20i,19,15,4,145,30,13.18,120,120.83,0,0,9,10,6,0,19,16,282,333,14,2/19,2/19,23.78,7.08,20.10,0,0,0
Fabian Allen,0,all,odi,17,13,3,158,51,15.80,137,115.32,0,1,16,7,9,0,17,15,546,521,5,2/40,2/40,104.20,5.72,109.20,0,0,0
Fabian Allen,0,all,fc,15,27,2,776,169*,31.04,1242,62.47,2,4,80,17,10,0,15,19,1067,575,15,4/47,5/99,38.33,3.23,71.10,1,0,0
Fabian Allen,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fabian Allen,0,all,t20,37,30,9,488,64*,23.23,317,153.94,0,2,36,32,12,0,37,31,511,639,20,2/19,2/19,31.95,7.50,25.50,0,0,0
Fabian Allen,0,all,list-a,33,27,7,434,62*,21.70,480,90.41,0,2,36,16,16,0,33,28,1127,974,17,2/18,2/18,57.29,5.18,66.20,0,0,0
Shahrukh Khan,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shahrukh Khan,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shahrukh Khan,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shahrukh Khan,0,bat,fc,5,9,2,231,92*,33.00,445,51.91,0,2,21,3,5,0,5,1,6,6,0,-,-,-,6.00,-,0,0,0
Shahrukh Khan,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shahrukh Khan,0,bat,t20,39,30,9,400,47,19.04,307,130.29,0,0,31,22,18,0,39,6,80,103,2,1/9,1/9,51.50,7.72,40.00,0,0,0
Shahrukh Khan,0,bat,list-a,25,17,6,484,69*,44.00,437,110.75,0,5,36,20,5,0,25,5,62,68,3,1/1,1/1,22.66,6.58,20.60,0,0,0
Jhye Richardson,0,bowl,test,2,1,0,1,1,1.00,7,14.28,0,0,0,0,0,0,2,4,306,123,6,3/26,5/45,20.50,2.41,51.00,0,0,0
Jhye Richardson,0,bowl,t20i,14,7,4,36,11,12.00,31,116.12,0,0,3,1,9,0,14,14,300,426,13,2/31,2/31,32.76,8.52,23.00,0,0,0
Jhye Richardson,0,bowl,odi,13,8,3,92,29,18.39,104,88.46,0,0,7,0,4,0,13,13,708,690,24,4/26,4/26,28.75,5.84,29.50,1,0,0
Jhye Richardson,0,bowl,fc,17,22,1,377,71,17.95,641,58.81,0,3,46,1,11,0,17,31,3506,1591,67,8/47,11/105,23.74,2.72,52.30,2,2,1
Jhye Richardson,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jhye Richardson,0,bowl,t20,70,36,20,279,33*,17.43,224,124.55,0,0,20,12,24,0,70,70,1521,2039,85,4/19,4/19,23.98,8.04,17.80,3,0,0
Jhye Richardson,0,bowl,list-a,37,20,7,224,29*,17.23,260,86.15,0,0,16,1,20,0,37,37,1964,1792,60,4/26,4/26,29.86,5.47,32.70,1,0,0
Riley Meredith,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riley Meredith,0,bowl,t20i,3,-,-,-,-,-,-,-,-,-,-,-,0,0,3,3,66,83,4,2/24,2/24,20.75,7.54,16.50,0,0,0
Riley Meredith,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riley Meredith,0,bowl,fc,19,25,18,101,19*,14.42,351,28.77,0,0,12,1,4,0,19,32,3032,1886,53,5/98,5/98,35.58,3.73,57.20,2,1,0
Riley Meredith,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riley Meredith,0,bowl,t20,42,7,2,9,4,1.80,13,69.23,0,0,1,0,7,0,42,42,924,1268,51,4/21,4/21,24.86,8.23,18.10,1,0,0
Riley Meredith,0,bowl,list-a,21,10,8,13,3*,6.50,50,26.00,0,0,0,0,10,0,21,21,1104,986,28,4/42,4/42,35.21,5.35,39.40,1,0,0
Ishan Porel,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishan Porel,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishan Porel,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishan Porel,0,bowl,fc,22,28,14,50,9,3.57,189,26.45,0,0,7,0,0,0,22,32,3352,1571,61,5/32,7/97,25.75,2.81,54.90,4,3,0
Ishan Porel,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishan Porel,0,bowl,t20,19,1,1,2,2*,-,5,40.00,0,0,0,0,1,0,19,19,426,459,29,4/24,4/24,15.82,6.46,14.60,2,0,0
Ishan Porel,0,bowl,list-a,30,14,8,24,9*,4.00,34,70.58,0,0,4,0,4,0,30,30,1390,1171,47,6/34,6/34,24.91,5.05,29.50,1,2,0
Moeen Ali,0,all,test,61,106,8,2831,155*,28.88,5490,51.56,5,14,341,30,33,0,61,107,11338,6850,189,6/53,10/112,36.24,3.62,59.90,13,5,1
Moeen Ali,0,all,t20i,34,31,8,392,72*,17.04,291,134.70,0,2,33,19,8,0,34,30,440,630,17,2/21,2/21,37.05,8.59,25.80,0,0,0
Moeen Ali,0,all,odi,109,88,14,1849,128,24.98,1796,102.95,3,5,161,63,34,0,109,103,5044,4419,86,4/46,4/46,51.38,5.25,58.60,1,0,0
Moeen Ali,0,all,fc,195,334,27,11251,250,36.64,20383,55.19,20,69,,,113,0,195,,24068,14191,376,6/29,12/96,37.74,3.53,64.00,17,12,2
Moeen Ali,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Moeen Ali,0,all,t20,173,164,16,3719,121*,25.12,2637,141.03,2,20,368,166,56,0,173,143,2387,3040,115,5/34,5/34,26.43,7.64,20.70,1,1,0
Moeen Ali,0,all,list-a,226,199,16,5144,158,28.10,5030,102.26,11,20,546,131,67,0,226,192,8155,7302,161,4/33,4/33,45.35,5.37,50.60,2,0,0
Ravisrinivasan Sai Kishore,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravisrinivasan Sai Kishore,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravisrinivasan Sai Kishore,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravisrinivasan Sai Kishore,0,bowl,fc,17,24,5,278,42,14.63,878,31.66,0,0,26,7,6,0,17,29,2804,1253,48,6/107,6/107,26.10,2.68,58.40,1,3,0
Ravisrinivasan Sai Kishore,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravisrinivasan Sai Kishore,0,bowl,t20,30,4,1,6,2*,2.00,9,66.66,0,0,0,0,3,0,30,30,629,554,33,4/6,4/6,16.78,5.28,19.00,1,0,0
Ravisrinivasan Sai Kishore,0,bowl,list-a,25,12,5,99,29*,14.14,153,64.70,0,0,7,3,11,0,25,25,1249,952,45,5/26,5/26,21.15,4.57,27.70,2,2,0
Narayan Jagadeesan,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
